"Gene","mean","variance","variance.expected","variance.standardized"
"CABP4",0.0737142857142857,0.302081084391459,0.313989920712,0.962072552222258
"NSFL1C",0.644,2.95639439839954,3.07301015034983,0.962051621620251
"NEK4",0.0785714285714286,0.322204303270322,0.334923646397776,0.96202315583192
"AC005899.7",0.0154285714285714,0.0592074470256808,0.0615447926237108,0.962022041209552
"AL355353.1",0.0154285714285714,0.0592074470256808,0.0615447926237108,0.962022041209552
"MICAL2",0.197142857142857,0.827656881557996,0.860342273410779,0.962008850590122
"USP36",0.889142857142857,4.25921332625647,4.4274200050563,0.962007968837895
"TMEM127",0.306571428571429,1.31467529498224,1.36660802845213,0.961998808444935
"ACYP2",0.212285714285714,0.894333156412033,0.929663661601467,0.96199646533611
"IGF2BP3",0.0385714285714286,0.154270607928796,0.160375649808774,0.961932862705418
"SH2D2A",0.174857142857143,0.730205038174172,0.759179463341843,0.961834550897718
"USP42",0.239142857142857,1.01252855918018,1.05274285269055,0.961800459240734
"PIGBOS1",0.264285714285714,1.12447433960724,1.16917239576874,0.961769490689938
"CIAO2B",1.17342857142857,5.90160870452781,6.13632057483935,0.961750389757363
"C1orf50",0.254285714285714,1.07964724615196,1.1226017497128,0.961736650088221
"TTLL11",0.01,0.0367676478993998,0.0382308863705611,0.961726273961358
"AP000926.2",0.01,0.0367676478993998,0.0382308863705611,0.961726273961358
"AC079848.1",0.01,0.0367676478993998,0.0382308863705611,0.961726273961358
"NUCB1",0.942857142857143,4.5568938063937,4.73861845627848,0.961650288673469
"NAP1L1",6.12742857142857,53.9614652349649,56.1144062783935,0.961633006812064
"NDUFAF6",0.136285714285714,0.564730412770996,0.587269628735078,0.961620327595298
"ZNF66",0.0608571428571429,0.248081574327359,0.257984066535233,0.961615876744381
"APTX",0.323142857142857,1.38997582982893,1.445460285928,0.961614679670398
"AKTIP",0.200857142857143,0.843611725799208,0.877314065848199,0.961584635011628
"TRIM52",0.461142857142857,2.04450283754542,2.12621650024333,0.96156851257219
"LRP10",1.01228571428571,4.95012052423141,5.14827455588132,0.961510593598091
"UTP20",0.0848571428571429,0.348041562895521,0.361979524646311,0.961495165329009
"KMT5A",0.292571428571429,1.2507593189891,1.30087610861749,0.961474586783163
"IMPACT",0.174,0.726217204915691,0.755317808980555,0.961472371339766
