PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
-0.019058684624627117,0.023671755244537677,-0.11656970298787771,0.07626702788528154,0.06297116248180194,-0.15250121416590753,-0.1329053610691972,0.1734110069695844,0.014299572533745536,-0.001672421625876053,-0.01637871473251161,0.05499648775290493,-0.02322425742620815,-0.027822170601141383,0.008109421401798931,0.005788233172776241,-0.06943220771194189,0.04687956375130115,0.0027005929286858807,-0.04579153659500382,-0.012527236040715366,0.021165503189650575,-0.0025174045776385472,0.0367170968217839,0.00905003305360343
-0.005987925260923,-9.003283669680531e-4,0.030833220859914162,-0.05031522906589146,0.09420386598229344,0.0027690882843065742,-0.003316860228765674,0.022503261474705136,-0.027053041019538416,-0.015616543883931777,-0.027854184369783583,-0.016548077940620177,-0.006068175951137754,-0.013052938053299656,-0.016786039627861384,-0.032380056439911584,-0.010067085551099003,-0.005713188349697947,0.02051007241148358,-0.009675215040989563,0.027642371675004412,0.001625636939350307,0.0051925034472834605,0.01507965309042514,0.003820249215399442
-0.010190772312140831,-0.0023158196080953664,0.046025917972482816,-0.07165319306216593,0.13884072024053637,0.007649799677175685,-0.016649473648012336,0.030925890087265578,-0.02644221982982599,-0.014857514659355281,-0.039467357228120156,-0.015947484578700957,-0.009840021596271826,-0.029588153296220897,0.017905288382324722,0.029523782567842185,0.009134208944686294,-0.007853761256326548,-0.031233702752669228,-0.012778458593534282,-0.016901446519874602,-0.015609612141852885,-5.976630111150045e-4,-0.009914798371151275,-0.005870203966139698
-0.02007047229405225,-0.01223146720704617,0.12981805519060297,0.18102554083795658,0.03976184434548431,0.02118219112250073,0.015190404770781932,0.02348953126645398,-0.028756062738026483,-0.016480453271970164,0.007871439852006615,-0.003752964873109633,0.030616603212812565,0.037609694866921235,0.0396309187686994,0.08376120214204281,-0.06150896277183263,-0.015449590615583727,0.07802895131866154,-0.01455435109163542,0.06554545591475776,0.007899265425590947,0.001650418804931674,-0.0037578887035691244,0.016988390300022468
-0.0663377903574669,-0.15989838438837314,-0.015230612200171072,0.0021912402121714823,-0.0710299601868004,-0.015092464872907604,0.08213314352181679,0.040173813052773115,-0.14160219501213916,-0.062316685043018176,-0.019001429018917663,0.005554250271291734,-0.023541326852903027,-0.042233122356742835,0.05118030792847477,-0.03759845393487577,-0.010630975013224594,0.013687057551282534,-0.01713058741549034,-0.012769296199822817,0.02109862220554164,-0.039661431568975294,0.01997421010527513,-0.024055186171279667,0.015039224575224512
-0.010436116284955792,0.002958900190830817,0.012935416242908867,-0.005150678281275483,0.003399968083280504,-0.028453958981260602,0.03225698749038774,0.04006072631392012,-0.20021966348579934,0.5755084824505936,-0.02653121116280485,-0.020778135303404072,-0.01489738577716094,-0.013047083142731284,0.004340831944223571,0.024596500034262687,0.03481285509806674,0.0180153196865571,-0.028609499480044934,0.0016149293118273532,9.319679591973818e-4,-0.005512680660493972,6.730914863579854e-4,-0.009897560100328601,-0.025125907741863476
-0.060265474770329105,-0.10779505568376926,0.015007686417953367,-0.0912050643410716,0.20006733020365638,0.0026678439248445634,0.006905572133686299,-0.08589927498759241,-0.015719837737667445,-0.008578676501151275,0.0024552908593509734,-0.015022038554161706,-0.0011843450400916525,-0.008546014762307614,0.021026254030234576,-0.022380143541574818,-0.024480746114799962,0.006839046927595136,0.017705095674373512,-0.0019350656158038232,-0.007562937850375832,0.001516375744992042,-0.01570874204018387,-0.002960705794907934,0.009817639158288538
-0.008872894152876872,0.0018489299014664224,0.004353700374187676,-0.0018362406380354483,-8.93280001482798e-5,-0.02023116467878441,0.0292865925355449,0.039446299403114754,-0.1793061580540756,0.5054760944771783,-0.016139191399032218,-0.001237276737449672,0.015419141197960897,-0.009243609158850233,0.0035397825186608894,0.028320817270718134,0.008008507675743098,0.01842683776767438,-0.024509299688860973,-0.0057714491128871585,-9.896258804655556e-4,0.002715604977926351,-0.007396910383547615,-0.012273584348420855,-0.013482570146372583
-0.046443659297111764,-0.12538815471741574,0.019145026586319953,0.05409791963872339,-0.019532165954646526,-0.005786372861116379,0.01888376922125245,-0.022196457461801076,0.01245596121342362,-0.005353119140894513,-5.864204899884763e-4,-0.023784051119303155,-0.0023956827398586562,0.0813795165051093,0.052174910969852106,0.051055321985147124,-0.0022073282158533826,-0.03525880418080727,0.014622122149373926,-0.01682153086235209,-0.00849648375895773,-0.012596167701571393,-0.022706603231042056,-0.01715323673920862,-0.025358398477481902
-0.003829260033682668,8.957009922630462e-4,0.005606546401378372,0.0019305372494375027,0.00341538299010655,-0.024359645213481974,0.019623641083258272,0.026056365116317665,-0.15407390384845104,0.4194912820031606,-0.011711089559194357,-0.014071735685365483,-0.006497537242228423,0.0035468236897421954,0.008623061436497872,0.017239849440255296,0.03002416147649897,0.015410707671084845,-0.012473883422954725,0.01018599199668407,-0.015666431811072707,-0.004037434200829412,-9.176218733748468e-4,0.00685450440540546,-0.018034651578055498
